schoolCode,schoolName,contactNumber
KA381,Mariam Nilaya  School No. 165 P R S Layout  Convent RoadBengaluru  BENGALURU  India,
KA382,Carmel Convent School K. R. Road  mandya  Mandya  India,
KA383,B G S World School Archakarahalli  B M Road Ramanagara  India,
KA384,Baldwin Co-education  School Methodist Mission Compound  Rampur Road  Raichur  India,"9449509715
"
KA385,BETHANY  CENTRAL SCHOOL ICSE ARSIKERE B H Road  Opp Court HenjagondanahalliArsikere  Hassan  India,"08174234493
"
KA386,KANVA INTERNATIONAL SCHOOL G.NAGENAHALLI  HANCHIHALLI POST  KORATAGERE TALUK  Tumkur  India,
KA387,Sarathy National Public School No. 171/2  J P Nagar 8th PhaseBengaluru  BENGALURU  India,
KA388,PRASHASTHI INTERNATIONAL SCHOOL NO 21/21  KRISHNASAGARA VILLAGE  Bangalore Rural  India,
KA389,Nirmala Rani English Primary School 18th Cross Road  Malleswaram WestBengaluru  BENGALURU  India,"08023565694
"
KA390,Christ The King Public School 8th Main Road  Malleshwaram WestBengaluru  BENGALURU  India,"8023467660
"
KA392,The Global Public School KallahalliV V NAGAR  Near  A P M C  Mandya  India,
KA395,Nisarga Vidyavahini School 18/1  Nelagadaranahalli  Nagasandra PostBengaluru  BENGALURU  India,
KA396,Pragathi Elite Public School No.19/2b & 19/2a8  Bogadi  Gaddige  Road  Mysore  India,
KA398,Icon School Of Excellence 118/2Doddathoguru  Bettadasanapura RoadBENGALURU  BENGALURU  India,
KA399,New Bishop Cotton Public School 33/4 4th Main Road 8th Cross  Singasandra Hosur RoadBENGALURU  BENGALURU  India,
KA400,Appolo Public School 320 5th Block 5th CrossBanashankari 3rd StageBENGALURU  BENGALURU  India,"9980983860
"
KA401,R . K . Vision Higher Primary School Near Orchid Factory  Bangalore Road  Chikballapur  India,"08154252984
"
KA403,Maruthi Vidya Mandir29th  K MN  H  7  Kannamangala Village  Bangalore Rural  India,
KA407,St.  Anne's Public School Teacher's Colony  Near By Pass Road Nh-75Mulbagal  Kolar  India,
KA408,Chandraprasad English Higher  Primary School NitturGubbi Taluk Tumkur  India,
KA409,S R S Prajna Vidya School Shankaramatta Road  K. R. Puram  Hassan  India,
KA410,Bangalore International High School 244/b  32nd Cross  2nd Main BENGALURU  BENGALURU  India,"+919844122802
"
KA411,Manasa International School Koteganguru  Shivamogga  Shimoga  India,
KA412,Classic International Public School Opp: Tapovan  Kyarkoppa Road  Dharwad  India,"0836-2775791
"
KA413,St Philomena's Memorial School No.46/47  MariyappanapalyaBENGALURU  BENGALURU  India,
KA414,Seshadripuram School Kishora BharatiC A Site No. 32  GeddalahalliTumkur  India,"08162955069
"
KA415,Sophrosyne Concept School Taralabalu Nagara  6th Mile Stone  Davangere  India,
KA416,Green Dot International School Sy. No. 305/1b Madiwala VillageBENGALURU  BENGALURU  India,
KA417,Gurukula Vidya Kendra School Ramagiri  Tharahunase Post  Jala HobliBENGALURU  Bangalore Rural  India,
KA418,Vibgyor High Survey No. 60/1 & 60/2Byrathi VillageBengaluru  BENGALURU  India,
KA419,Indian Public School Dreamland FarmUdayagiri  Mandya  India,"9663115008
"
KE001,Alphonsa Residential School Bharananganam P.o.  Bharananganam  Kottayam  India,"04822-236317
"
KE003,Mathews Mar Athanasius Residential School P.o. Angadical  Chengannur  Alappuzha  India,"0479-2469234
"
KE005,Seventh Day Adventist High School Chammani Lane  KaloorKochi  Ernakulam  India,"0484-2348685
"
KE006,S.D.A. English Residential High School East Junction  Nedumkandam P.O.  Idukki  India,"04868-232121
"
KE007,St. John's School Peringala P.o.  Kayamkulam  Alappuzha  India,"0479-2442287
"
KE008,Pallikoodam Vadavathoor P.o. Kottayam  India,"0481-2572961
"
KE009,Good Shepherd E. M. School .  Kurianoor  Pathanamthitta  India,"04692671550
"
KE010,St. John's Residential School Kundara Karuvelil  Ezhukone  Kollam  India,"0474-2522445
"
KE011,Seventh Day Adventist High School P.o. Vadavathoor Kottayam  India,"0481-2570107
"
KE013,Bishop Moore Vidyapith Kallumala P.o.  Mavelikara  Alappuzha  India,"0479-2303459
"
KE014,Seventh Day Adventist Eng. Medium Res. School Post Box No. 39  Pathanamthitta P.o  Pathanamthitta  India,"0468-2222452
"
KE015,Mt. Zion Residential School P.O. Kadammanitta Pathanamthitta  India,"9495854925
"
KE016,Pathanamthitta Public School Majinimala  Onnukal  Pathanamthitta  India,"0468-2257292
"
KE017,St. Pius X English School P.o. Kuttikanam  Peermade  Idukki  India,"04869-233537
"
KE018,St. Mary's Residential School Pathanapuram  Pathanapuram  Kollam  India,"0475-2352416
"
KE019,Amrita Vidyalayam Peroor  Peroor  Kollam  India,"0474-2710161
"
KE021,Trinity Lyceum Fatima Road  Fatima Road  Kollam  India,"0474-2798140
"
KE022,St. Joseph Public School Pattanakad P.O.  Cherthala  Alappuzha  India,"0478-2594439
"
KE023,Infant Jesus Anglo - Indian Higher Secondary School Tangasseri  Thangasseri  Kollam  India,"0474-2795992
"
KE024,Mount Carmel Convent Anglo - Indian Girls High School Tangasseri  Thangasseri  Kollam  India,"0474-2796031
"
KE025,Seventh Day Adventist Higher Secondary School Kuttapuzha P. O.  Tiruvalla  Pathanamthitta  India,"8606950509
"
KE026,Mar Thoma Residential School Post Box No. 1  R.s. Post OfficeTiruvalla  Pathanamthitta  India,"0469-2701298
"
KE027,Hari Sri Vidya Nidhi School Shree Rama Krishna  Ashramam LanePunkunnam  Thrissur  India,"0487-2380258
"
KE028,Chinmaya Vidyalaya Pulimoodu Thiruvananthapuram  India,"0471-2475162
"
KE029,Lourde Mount School Vattappara P.O. Thiruvananthapuram  India,"04722585034
"
KE030,Loyola School Sreekariyam Thiruvananthapuram  India,"7907776576
"
KE031,St. Thomas Residential School St. Thomas Nagar  Mukkolakkal  Thiruvananthapuram  India,"0471-2511221
"
KE032,Holy Angels I.s.c. School Nanthencode  Thiruvananthapuram  India,"0471-2312662
"
KE033,Sarvodaya Vidyalaya Mar Ivanios Vidya Nagar  Nalanchira P.o.Bethany Hills  Thiruvananthapuram  India,"0471-2530831
"
KE034,Seventh Day Adventists High School Thirumala P.O. Thiruvananthapuram  India,"0471-2351623
"
KE035,Seventh Day Adventist Higher Secondary School Moospet Road  P.o. Box No. 704  Thrissur  India,"0487-2429601
"
KE036,FACT UDYOGAMANDAL SCHOOL F. A. C. T. Town Ship  P. O. UdyogamandalKochi  Ernakulam  India,"0484-2551214
"
KE037,Bethany Academy P.O. Vennikulam  Tiruvalla  Pathanamthitta  India,"0469-2650578
"
KE038,St. Aloysius Convent I.s.c. School P.o. Palluruthy  Kochi  Ernakulam  India,"0484-2232726
"
KE039,S.d.a. Higher Secondary School Post Box No. 4  Thiruvilwamala  Thrissur  India,"04884-282019
"
KE040,Our Lady Of Mercy School Arror Gram Panchayat  Aroor  Alappuzha  India,"0478-2875017
"
KE041,Good Shepherd Modern English School Palunda  ChungatharaNilambur  Malappuram  India,"04931-329358
"
KE042,Mount Tabor Residential Central School Kalamassery  Kochi  Ernakulam  India,"0484-2541023
"
KE043,Evershine Residential School Makkamkunnu  Makkamkunnu  Pathanamthitta  India,"0468-2222472
"
KE044,Christ Nagar Higher Secondary School Kaudiar P.O. Thiruvananthapuram  India,"0471-2318482
"
KE045,Auxilium English Medium School .  Kottiyam  Kollam  India,"0474-2535400
"
KE046,Sri Adwayananda Public School (english Medium) Malakkara P.o.  Via Edayaranmula  Pathanamthitta  India,"0468-2317309
"
KE047,Seventh Day Adventist English School Kanniampuram  Ottapalam  Palakkad  India,"0466-2244447
"
KE048,Bishop Moore Vidyapith Kayamkulam  Alappuzha  India,"0479-2441776
"
KE050,Marion Villa Convent I. C. S. E. School Medical College P.o.  Kumarapuram  Thiruvananthapuram  India,"0471-2559736
"
KE051,Don Bosco Senior Secondary School Vaduthala  Kochi  Ernakulam  India,"0484-2435308
"
KE052,Sreepuram  English Medium High School & Junior College Pallikunnu P.o. Kannur  India,"0497-2711233
"
KE053,Preshithamatha School Mangad P.o. Kollam  India,"0474-2719028
"
KE054,Infant Jesus English Medium School .  Mavelikkara  Alappuzha  India,"0479-2303011
"
KE055,Bishop Speechly Vidyapeeth Buchanan Campus  Pallom  Kottayam  India,"0481-2433237
"
KE056,Amalambika Convent English School Near Check Post  Thekkady  Idukki  India,"04869-223422
"
KE057,Seventh Day Adventist English Medium School Pudussery  Pudussery  Palakkad  India,"0491-2803174
"
KE058,St. John's English Medium SchoolMattomMavelikkara  Alappuzha  India,"9495140766
"
KE059,Shalom Public School Chenneerkara P.o. Pathanamthitta  India,"0468-2253465
"
KE060,Matha Nagar Public School Gandhi Nagar  Kochi  Ernakulam  India,"9446533956
"
KE061,Auxilium Nava Jyoti School Kunnamangalam  Kozhikode  India,"0495-2803334
"
KE062,Vidya Vikas School Post Box No. 39  Vidya Nagar  Karukadom P.o.Kothamangalam  Ernakulam  India,"0485-2828621
"
KE063,St. Peter's English Medium High  School Perole  Nileshwar P.o.Kasaragod  Kasargod  India,"0467-2281575
"
KE064,St. Anne's English Medium School Kottody P.O.  Rajapuram (Via)Kottody  Kasargod  India,"0467-2226877
"
KE065,St. Patrick's School Chettappalam  P.O. VemomMananthavady  Wayanad  India,"04935-240937
"
KE066,St. Charles Borromeo Convent School Thuthiyoor  CSEZ. P.OKochi  Ernakulam  India,"7306041007
"
KE067,Sankaramangalam Public School Kaviyoor P.o.  Thiruvalla  Pathanamthitta  India,"0469-2619064
"
KE068,Mary Ward E.M. SchoolPuthenvelikara  Ernakulam  India,"0484-2487862
"
KE069,St. Ann's Public School Cherthala  Cherthala  Alappuzha  India,"0478-2811279
"
KE070,The Indian Public School Edachira  Thengode P.O.  KakkanadKochi  Ernakulam  India,"0484-4854850
"
KE071,Hawksworth Vidyapith Tholassery  Tiruvalla  Pathanamthitta  India,"0469-2741047
"
KE072,Vimala Hridaya School Vadakevila P.O.  Pazhayatinkuzhi  Kollam  India,"0474-2725722
"
KE073,Infant Jesus Convent Isc School Murukkumpuzha  Thiruvananthapuram  India,"0471-2420051
"
KE074,Auxilium English Medium School Binny Road  Palluruthy  Kochi  Ernakulam  India,"0484-2238722
"
KE075,Kuriakose Elias English Medium School Mannanam  Kottayam  India,"0481-2597180
"
KE076,Mary Matha English Medium School Pookkottumpadam  Malappuram  India,"04931-294573
"
KE077,Zion English Medium School Ayroor South  Pathanamthitta  India,"04735-230157
"
KE078,Nazareth Home English Medium School Balaramapuram  Balaramapuram  Thiruvananthapuram  India,"0471-2400319
"
KE079,Phoenix Public School P.O. Kandamkulam  MethalaKodungallur  Thrissur  India,"0480-2809350
"
KE080,Maria Agnes English Medium Convent School Kureepuzha P.O.  Perinad  Kollam  India,"0474-2703125
"
KE081,Little Flower School Aroor P.o.  Cherthala  Alappuzha  India,"0478-2876336
"
KE082,Christ Vidyanikethan Christ Monastery Complex  Irinjalakuda  Thrissur  India,"8590421386
"
KE083,Don Bosco Central School Irinjalakuda  Irinjalakuda  Thrissur  India,"0480-2828871
"
KE084,Trivandrum International School Edacode P.O.  Via Kizhuvalam  Thiruvananthapuram  India,"0471-2619051
"
KE085,St. Joseph's Convent School & Junior College Edamon Edamon  Punalur  Kollam  India,"0475-2335528
"
KE086,St. Joseph's Convent English Medium School Parayamkulam L.S. P.O. Alappuzha  India,"0479-2382121
"
KE087,St. Vincent's Convent School Perumpuzha P.o.  Keralapuram  Kollam  India,"0474-2547607
"
KE088,Sacred Heart School Perunna P.o.  Changanacherry  Kottayam  India,"0481-2420534
"
KE089,St. Mary's English Medium School Chevarambalam P.o. Kozhikode  India,"0495-2358938
"
KE090,Auxilium School Salesian Sisters Of Don Bosco  Kattappana  Idukki  India,"04868-250710
"
KE091,Presidency Central School Mudavoor P.O.  Muvattupuzha  Ernakulam  India,"0485-2813404
"
KE092,Seventh-Day Adventist English School Keezhur P.O.  Iritty  Kannur  India,"0490-2493830
"
KE093,St. Charles Borromeo Convent School Chittayam  Inchavila P.o.  Kollam  India,"0474-2963873
"
KE094,Mukundapuram Public School Kallamkunnu Road  P.o. Nadavaramba  Thrissur  India,"0480-2830438
"
KE095,Chavara International School Amanakara P.O.  Ramapuram  Kottayam  India,"0482-2260426
"
KE096,Little Flower Vidyaniketan Udayagiri  Monipally  Kottayam  India,"0482-2242655
"
KE097,St. Joseph International Academy Kumbalam  Kundara  Kollam  India,"0474-2520365
"
KE098,Lord's Academy Cmi Icse School  Varandarappilly  P O  Thrissur  India,"0480-2760322
"
KE099,Vimala Central School Perumbavoor Ernakulam  India,"0484-2522898
"
KE100,L'Ecole Chempaka ,"0471-2314382
"
KE101,Rani Matha Public School Flower Junction  Jews Street  Ernakulam  India,"0484-2360366
"
KE102,Anita Public School Thannipuzha  Okkal  Ernakulam  India,"0484-2462795
"
KE103,St. Francis English Medium School Thottada P.o. Kannur  India,"0497-2836612
"
KE104,St. Charles Borromeo Convent School Thrikkannapuram  Kadakkal  Pulipara P.O.Kadakkal  Kollam  India,"0474-2423827
"
KE105,St. Patrick's Academy Angamaly  Manjapara P.O.Angamaly  Ernakulam  India,"0484-2690801
"
KE106,Jnanodaya Central School Chengal  Kalady  Ernakulam  India,"0484-2699077
"
KE107,Don Bosco Central School Mullakkara  Mannuthy  Thrissur  India,"7510446676
"
KE108,St. Joseph's English Medium School Cheriyanad Alappuzha  India,"0479-2360581
"
KE109,Mary Matha ( I C S E ) School Pudukad P.o. Thrissur  India,"0480-2757676
"
KE110,Holy Mary Public School Kumaranalloor  S.H. Mount P.O.  Kottayam  India,"0481-2310672
"
KE111,St. Francis English Medium School Shanthi Nagar  Kolathara P.O.Kundayithode  Kozhikode  India,"0495-2484943
"
KE112,K. E. Carmel School Pulincunnoo Alappuzha  India,"0477-2704067
"
KE113,Nirmala Public School Pizhaku P.o.  Kottayam ()  Kottayam  India,"0482-2263232
"
KE114,Sandeepani Vidyanikethan Kuttumukku  Ramavarmapuram Post  Thrissur  India,"0487-2695860
"
KE115,Stella Maris Public School Udayamperoor (Old) Ernakulam  India,"0484-2791958
"
KE116,Don Bosco Central School Bosco Nagar  Angamaly  Ernakulam  India,"0484-2453018
"
KE117,Holy Family Public School Mariam Thresia Nagar  Vayyattupuzha P.O.Chittar  Pathanamthitta  India,"9496828794
"
KE118,Green Woods Public School Green Woods Village  A.k. Road  P.o. BekalKasaragod  Kasargod  India,"0467-2293678
"
KE119,St. Joseph's Public School Aloor  P.o. Kallettumkara  Thrissur  India,"0480-2789875
"
KE120,Holy Child Central School Snehagiri  Mala  P.o. KuruvilasseryTrichur  Thrissur  India,"0480-2898100
"
KE121,Infant Jesus Public School Kanjirapally P.O. Kottayam  India,"04828-203846
"
KE122,Mar Athanasius International School Kothamangalam College P.o. Ernakulam  India,"0485-2826198
"
KE123,St. Catherines School P.O. Vellanchira  Vellanchira  Thrissur  India,"0480-2712180
"
KE124,Auxilium School VarakkadKottamala PostVellarikundu  Kasargod  India,"0467-2245691
"
KE125,St. Francis School Elavampadam P.O.  Vadakkenchery  Palakkad  India,"8111948679
"
KE126,Nirmala Matha Convent School Maria Nagar  Malampuzha  Palakkad  India,"0491-2815353
"
KE127,St. Anne's English Medium School Kuttoor P.O. Thrissur  India,"0487-2383176
"
KE128,St. Anne's English Medium School Payyavoor P.O.  NA  Kannur  India,"0460-2211515
"
KE129,Mary Giri Vidya Mandir Punalur P.O. Kollam  India,"0475-2226030
"
KE130,Auxilium English Medium School Vaduvanchal (P.O)  Vaduvanchal  Wayanad  India,"04936-218729
"
KE131,Carmel International School Punnapra Alappuzha  India,"0477-2288548
"
KE132,St. Joseph's Junior School R.C. Road Kozhikode  India,"9497736577
"
KE133,St. Joseph's Model Public School Kuriachira P.O. Thrissur  India,"0487-2252871
"
KE134,Santhome Central School Mookkannoor P.O. Ernakulam  India,"0484-2616945
"
KE135,Jyothis Central School Manjapra P.O. Ernakulam  India,"0484-2690716
"
KE136,Carmel English Medium School Ochanthuruth P. O.  ValappuKochi  Ernakulam  India,"0484-2493014
"
KE137,Jeevass C. M. I. Central School Railway Station Road  Near Railway Station  Ernakulam  India,"91-484-2984770
"
KE138,St. Anne's English Medium Public School Vellamunda P.O.  Mananthavady  Wayanad  India,"04935-230413
"
KE139,St. Vincent C. M. I. Residential School Police Station Road  P. O. Kottayam  Kottayam  India,"04822-321986
"
KE140,Holy Family International School Elangoi  Chamampathal P.o.  Kottayam  India,"04812-459843
"
KE141,Sophia International Academy Noorommavu P.o.  Mallapally  Pathanamthitta  India,"0469-2686577
"
KE142,Sophia International Public School Manganam P.o. Kottayam  India,"0481-2307353
"
KE143,Vimalagiri International School Vazhappilly  Mudavoor P.O.Muvattupuzha  Ernakulam  India,"0485-2814460
"
KE144,Holy Trinity Anglo - Indian School Thevalakkara P.o. Kollam  India,"0476-2087222
"
KE145,Darsana C M I International School Carmel Hills  Poomattom Campus  Kottayam  India,"0481-2351999
"
KE146,Little Flower Vidya Vihar Vellayani Junction  Nemom  Thiruvananthapuram  India,"0471-2393332
"
KE147,Chavara International Academy Vazhakulam  Muvattupuzha  Ernakulam  India,"91-9656581717
"
KE148,St.Teresa Of Avila School Neyyattinkara Thiruvananthapuram  India,"9745544215
"
KE149,M. K. Letha Memorial Public School Ayravon  Konni  Pathanamthitta  India,"0468-2245985
"
KE150,Icet Public School Husnabad  West KodurKodur  Malappuram  India,"0483-2734334
"
KE151,Mar Makil Public School Kaipuzha  Kaipuzha  Kottayam  India,"0481-2711231
"
KE152,St. Francis School Orumanayur P.O.  ChavakkadPalayur  Thrissur  India,"0487-2500056
"
KE153,St. Joseph's Convent School TuetKollam Kollam  India,"0474-2764542
"
KE154,St  Thomas School Chulliyode  MangalamcarpSulthan Bathery  Wayanad  India,"04936267350
"
KE155,Santhi Vidyalaya Edakochi  Kochi  Ernakulam  India,"04842327901
"
KE156,Loyola School Mukundara  Mylakkara P.o  Thiruvananthapuram  India,"9544539129
"
KE157,Kristu Jyoti Vidya Niketan Chethipuzha  Kurisummoodu P OChanganacherry  Kottayam  India,"04812722037
"
KE158,St. Mary's Central School Puthenangady  Kottayam  Kottayam  India,"0481-2566142
"
KE159,NIRMAL HRUDAYA E. M. SCHOOL Kaloor Road  Mankave  Kozhikode  India,"04952332808
"
KE160,Maria Bhavan School Amalapuram  AyyampuzhaAngamaly  Ernakulam  India,"0484-2690268
"
KE161,St.Theresa's Academy Eravu Thrissur  India,"+919497113548
"
KE162,Mariam Thresia Public School Parakkadavu P. O.  Mala (via)  Ernakulam  India,"9747029913
"
KE163,Auxilium School Kidangoor P.o  Angamaly  Ernakulam  India,"9961365987
"
KE164,Carmel Academy Carmel Campus  Railway Station Road  Thrissur  India,"9400327022
"
KE165,Nirmala School Cheraya P.o  Kottasery  Palakkad  India,"04912847050
"
KE166,Christ New Life School Punarjani Gardens  Pattiparambu P.O.Thiruvilwamala  Thrissur  India,"8281193226
"
KE167,Madhuvan Sai Vidyashram School MadhuvanamPuliyarakonamThiruvananthapuram  India,"04712379037
"
